% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=712365, Fri Dec 11 13:50:13 2020
1 6 0.4176344578915146 1.0000250003125026 1.0 1.0 1.0000250003125026
2 12 0.5094998111143273 0.9944320617922776 0.7980018250003158 0.7980018250003158 0.9944320617922776
3 18 0.534260914659972 1.2443360028434252 0.672422962603162 0.672422962603162 1.2443360028434252
4 24 0.5412155135611281 1.1652478204630639 0.6379701469079481 0.6379701469079481 1.1652478204630639
5 30 0.5053466028306323 1.1222770370977482 0.6106473881237185 0.6106473881237185 1.1222770370977482
6 36 0.5280251781641834 1.0510738725596764 0.5591675788144489 0.5591675788144489 1.0510738725596764
7 42 0.5870019531379271 0.815729425396437 0.6325024492203745 0.6325024492203745 0.815729425396437
8 48 0.8662541933533606 0.7863223364738798 0.623410031548365 0.623410031548365 0.7863223364738798
9 54 0.9860539584936137 0.8036610110164186 0.6137509500028172 0.6137509500028172 0.8036610110164186
10 60 0.9917341592993371 0.7214567349510017 0.6080350026923377 0.6080350026923377 0.7214567349510017
11 66 0.923112992806847 0.6490713838739587 0.5607830061406179 0.5607830061406179 0.6490713838739587
12 72 0.7011851462433075 0.6573910982907848 0.4845263272459533 0.4845263272459533 0.6573910982907848
13 78 0.551059874818613 0.5591905665103157 0.46155598887253035 0.46155598887253035 0.5591905665103157
14 84 0.5519476103805967 0.5004266123165027 0.4167646245886324 0.4167646245886324 0.5004266123165027
15 90 0.47718865223240253 0.5365137494588218 0.35988629369118047 0.35988629369118047 0.5365137494588218
16 96 0.45576400622436436 0.46253218545207414 0.34269719984020525 0.34269719984020525 0.46253218545207414
17 102 0.3965143956316285 0.43985180771427446 0.3186530468695973 0.3186530468695973 0.43985180771427446
18 108 0.46388546309110734 0.4015334593998629 0.2997445083459522 0.2997445083459522 0.4015334593998629
19 114 0.3455285008138492 0.40458350017759814 0.31623130594353865 0.31623130594353865 0.40458350017759814
20 120 0.26579435884279573 0.3973022986908334 0.25446027701333174 0.25446027701333174 0.3973022986908334
21 126 0.2135252466049896 0.3338103736408407 0.23220222315231642 0.23220222315231642 0.3338103736408407
22 132 0.17342634630743398 0.2708381883552181 0.23076623107277722 0.23076623107277722 0.2708381883552181
23 138 0.17046796870105904 0.24620355541185335 0.20139878247907456 0.20139878247907456 0.24620355541185335
24 144 0.13400874245523545 0.2554390167739179 0.1704520195544245 0.1704520195544245 0.2554390167739179
25 150 0.13159178181499853 0.23793394513295296 0.1462371101193664 0.1462371101193664 0.23793394513295296
